Male,AlcYearTotal,EverHadAlcohol,Married,Under21,AlcoholAbuse,White,Black,Asian,Hispanic,LessHighS,HighSchool,SomeCollege,CollegeGrad,Employed,Unemployed,Student/Other,Less20k,20-50k,50-75k,Over75k
1,104,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,9,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
0,104,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,336,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,10,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,5,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
0,52,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0,36,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1,362,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,52,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,30,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,52,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0,156,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,96,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,24,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,10,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,5,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1,52,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,208,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0,20,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
0,84,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,156,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,5,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,52,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1,216,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,19,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,2,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,42,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,104,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,312,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,52,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,18,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
0,8,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,104,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
1,312,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,4,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,5,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,25,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1,104,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,240,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,144,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
0,9,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,52,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,48,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,8,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
0,12,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
0,120,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,96,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
0,60,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
0,24,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,104,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1,52,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,52,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
0,48,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
0,104,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1,3,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
0,104,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1,208,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
0,5,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,104,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,156,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,52,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1,208,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,52,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,156,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,60,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,84,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1,48,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,104,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,180,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1,12,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,312,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1,104,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,4,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
1,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0,24,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,48,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1,104,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,60,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
1,104,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
1,52,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1,104,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
0,104,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1,180,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,60,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1,72,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
1,60,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
0,52,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,72,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1,96,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0,96,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
0,104,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,52,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
0,48,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1,300,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
0,156,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,28,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,36,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
0,36,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,144,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,72,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,3,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1,208,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,240,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1,104,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,3,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
0,120,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
1,156,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,24,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
0,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
0,104,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1,208,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
0,60,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1,12,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,12,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1,260,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,7,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,11,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,5,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,104,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,20,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
0,120,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,24,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,260,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,6,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0,156,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
1,52,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1,240,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,6,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1,12,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1,48,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
0,20,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
0,52,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,4,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
0,48,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
1,96,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
1,5,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,36,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,24,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,4,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,240,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,156,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,156,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,12,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,144,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,36,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,7,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
1,12,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1,52,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,156,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0,52,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,144,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
0,52,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,5,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,208,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,36,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,208,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,208,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,14,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
0,104,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
0,72,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
0,52,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,20,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
0,156,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
1,89,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
0,52,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
0,24,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,156,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,24,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
0,52,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
0,208,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,144,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
0,104,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1,24,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,48,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,156,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
0,312,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,36,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,339,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,12,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,108,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,48,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
0,4,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
0,25,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,60,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1,156,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0,48,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,48,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,104,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,156,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,36,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1,52,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1,104,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,2,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
0,341,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
1,52,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,15,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
0,36,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,2,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,13,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,24,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1,24,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,36,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
0,6,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,24,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,104,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1,52,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
0,104,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
1,156,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
0,156,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,208,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
0,6,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
0,260,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,156,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,36,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,104,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,36,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1,156,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,36,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1,180,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,60,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0,104,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,52,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
0,36,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,5,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,2,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,60,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,2,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
1,24,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,4,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,22,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1,156,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,156,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,24,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
0,48,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,6,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
0,36,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
0,288,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1,104,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,208,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1,5,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
0,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
0,60,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,104,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1,24,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1,36,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,48,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
1,104,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,60,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,104,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
1,208,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
