Male,AlcYearTotal,EverHadAlcohol,Married,Under21,AlcoholAbuse,White,Black,Asian,Hispanic,LessHighS,HighSchool,SomeCollege,CollegeGrad,Employed,Unemployed,Student/Other,Less20k,20-50k,50-75k,Over75k
0,50,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,12,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
0,144,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
1,156,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,52,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
0,52,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1,70,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1,52,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
1,96,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1,12,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
0,20,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,5,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,36,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
1,156,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
0,5,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0,36,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,5,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,104,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,48,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1,5,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
0,7,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0,104,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
0,208,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
1,180,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,180,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,52,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,156,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,120,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,52,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,72,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1,12,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0,60,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1,104,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,84,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1,24,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
1,260,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1,108,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1,108,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0,3,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,52,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
0,104,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,6,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,5,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,4,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
0,104,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,48,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
0,12,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
0,22,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
0,24,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1,156,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1,340,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,15,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,52,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0,52,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,104,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,180,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1,96,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,48,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,36,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
0,10,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1,156,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,52,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,120,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
0,52,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
1,180,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
0,156,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,52,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,48,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,5,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,52,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1,36,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
1,6,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,144,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1,52,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1,9,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,5,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,2,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,10,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,52,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
0,60,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1,52,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,144,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,156,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,10,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,120,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
0,36,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,20,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,12,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1,156,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1,6,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,36,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,52,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
0,36,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0,96,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,208,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,34,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,2,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
1,342,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,10,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
0,312,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,156,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,5,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
0,36,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
0,312,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1,10,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1,208,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
0,24,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1,6,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
0,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,104,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
0,94,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1,5,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,52,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,12,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,52,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,208,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,260,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,208,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,48,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,48,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
0,216,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1,120,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1,12,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,156,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,12,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
1,216,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,180,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,48,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1,156,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1,84,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,6,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
1,52,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,60,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
0,104,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,36,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1,4,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,208,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0,14,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,5,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,156,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1,156,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
0,208,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,12,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0,72,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,10,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
1,60,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,5,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
0,48,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,12,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,52,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0,48,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0,104,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1,156,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,48,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,5,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
0,156,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1,12,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
0,2,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,79,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,260,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,104,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1,60,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1,15,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1,260,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,48,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
0,104,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,5,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1,23,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,208,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1,10,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
0,24,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,260,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,52,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
0,10,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,120,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,208,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
1,120,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1,48,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1,156,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,24,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
0,104,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,48,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,60,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
0,4,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1,8,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1,52,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
0,9,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
0,15,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,12,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,104,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,156,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,120,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1,4,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0,2,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,4,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1,104,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,12,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1,108,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,208,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,10,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,104,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,260,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,10,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,52,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,15,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,72,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
0,52,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
0,24,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
0,208,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,24,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1,26,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,208,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
1,60,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,12,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
0,339,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
0,2,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1,84,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,100,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
0,12,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1,240,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,104,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1,156,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,156,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
0,17,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
