YEAR,MONTH_NUM,MONTH_MON,APT_NAME,STATE_NAME,FLT_ARR_1,DLY_APT_1,FLT_ARR_1_DLY,FLT_ARR_1_DLY_15,DLY_APT_ARR_C_1,DLY_APT_ARR_R_1,DLY_APT_ARR_S_1
2016,11.00,NOV,Angers-Marcí©,France,2.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Metz-Nancy-Lorraine,France,10.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,DíÇle-Tavaux,France,4.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Rodez-Marcillac,France,6.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Biarritz-Bayonne-Anglet,France,16.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Tarbes-Lourdes Pyrí©ní©es,France,7.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Pau-Pyrí©ní©es,France,17.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Toulouse-Blagnac,France,148.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Limoges-Bellegarde,France,10.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Poitiers-Biard,France,6.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,La Rochelle-Ile de Rí©,France,6.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Bergerac-RoumaniíÂre,France,5.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Bordeaux-Mí©rignac,France,84.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Agen-La Garenne,France,10.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Albert-Bray,France,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Stockholm/ Bromma,Sweden,97.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Stockholm/ Arlanda,Sweden,361.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Rotterdam,Netherlands,38.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Groningen,Netherlands,22.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Maastricht-Aachen,Netherlands,10.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Amsterdam/ Schiphol,Netherlands,661.00,787.00,64.00,17.00,0.00,0.00,0.00
2016,11.00,NOV,London/ Stansted,United Kingdom,246.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Edinburgh,United Kingdom,176.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Glasgow,United Kingdom,136.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Aberdeen,United Kingdom,88.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,East Midlands,United Kingdom,85.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,London/ Heathrow,United Kingdom,653.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Farnborough,United Kingdom,29.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,London/ City,United Kingdom,146.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,London/ Gatwick,United Kingdom,355.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Biggin Hill,United Kingdom,23.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Southampton,United Kingdom,65.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,London/ Luton,United Kingdom,172.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Manchester,United Kingdom,269.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Birmingham,United Kingdom,156.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Londonderry/Eglinton,United Kingdom,3.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Belfast/City Airport,United Kingdom,64.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Belfast/Aldergrove,United Kingdom,77.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Bremen,Germany,47.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Hanover,Germany,86.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Berlin/ Tegel,Germany,279.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Stuttgart,Germany,170.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Saarbruecken,Germany,18.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Leipzig-Halle,Germany,107.00,312.00,27.00,6.00,0.00,0.00,0.00
2016,11.00,NOV,Nuremberg,Germany,85.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Munich,Germany,581.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Dusseldorf,Germany,308.00,463.00,40.00,10.00,101.00,0.00,0.00
2016,11.00,NOV,Cologne-Bonn,Germany,199.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Hamburg,Germany,224.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Muenster-Osnabrueck,Germany,19.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Frankfurt,Germany,635.00,1519.00,126.00,44.00,0.00,0.00,0.00
2016,11.00,NOV,Erfurt,Germany,4.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Dresden,Germany,33.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Berlin/ Schoenefeld,Germany,174.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Zí_rich,Switzerland,345.00,174.00,29.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Sion,Switzerland,5.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Geneva,Switzerland,216.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Ní¬mes-Garons,France,8.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,HyíÂres-Le Palyvestre,France,10.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Strasbourg-Entzheim,France,41.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Brive-Souillac,France,10.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Bí¢le-Mulhouse,France,94.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Saint-Nazaire-Montoir,France,7.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Nantes-Atlantique,France,69.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Quimper-Pluguffan,France,3.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Lannion,France,2.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Rennes-Saint-Jacques,France,25.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Caen-Carpiquet,France,7.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Lorient-Lann Bihouí©,France,14.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Deauville-Normandie,France,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Dinard-Pleurtuit-Saint-Malo,France,7.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Brest-Bretagne,France,24.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Lille-Lesquin,France,31.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Paris-Orly,France,304.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Toussus-le-Noble,France,10.00,3.00,1.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Paris-Charles-de-Gaulle,France,650.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Paris-Le Bourget,France,94.00,543.00,15.00,12.00,0.00,0.00,0.00
2016,11.00,NOV,Tours-Val de Loire,France,4.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Chí¢lons-Vatry,France,4.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Le Havre-Octeville,France,2.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Beauvais-Tillí©,France,19.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Avignon-Caumont,France,12.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Bí©ziers-Vias,France,3.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Montpellier-Mí©diterraní©e,France,49.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Perpignan-Rivesaltes,France,14.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Nice-CíÇte däó»Azur,France,151.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Marseille-Provence,France,136.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Carcassonne-Salvaza,France,7.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Istres-Le Tubí©,France,3.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Saint-Etienne-Bouthí©on,France,5.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Cannes-Mandelieu,France,12.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Lyon-Bron,France,16.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Chí¢teauroux-Dí©ols,France,3.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Grenoble-IsíÂre,France,6.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Annecy-Meythet,France,3.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Lyon-Saint-Exupí©ry,France,158.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Annemasse,France,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Clermont-Ferrand-Auvergne,France,20.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Chambí©ry-Aix-les-Bains,France,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Ajaccio-Napolí©on-Bonaparte,France,12.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Figari-Sud Corse,France,4.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Calvi-Sainte-Catherine,France,7.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Bastia-Poretta,France,15.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Angers-Marcí©,France,2.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Metz-Nancy-Lorraine,France,8.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,DíÇle-Tavaux,France,7.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Rodez-Marcillac,France,8.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Biarritz-Bayonne-Anglet,France,21.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Tarbes-Lourdes Pyrí©ní©es,France,7.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Pau-Pyrí©ní©es,France,23.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Toulouse-Blagnac,France,146.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Limoges-Bellegarde,France,9.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Poitiers-Biard,France,11.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,La Rochelle-Ile de Rí©,France,6.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Bergerac-RoumaniíÂre,France,5.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Bordeaux-Mí©rignac,France,87.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Agen-La Garenne,France,8.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Albert-Bray,France,2.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Stockholm/ Bromma,Sweden,118.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Stockholm/ Arlanda,Sweden,390.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Rotterdam,Netherlands,33.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Groningen,Netherlands,19.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Maastricht-Aachen,Netherlands,15.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Amsterdam/ Schiphol,Netherlands,677.00,3331.00,136.00,78.00,0.00,0.00,0.00
2016,11.00,NOV,London/ Stansted,United Kingdom,242.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Edinburgh,United Kingdom,177.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Glasgow,United Kingdom,133.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Aberdeen,United Kingdom,93.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,East Midlands,United Kingdom,93.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,London/ Heathrow,United Kingdom,649.00,1702.00,144.00,30.00,0.00,0.00,0.00
2016,11.00,NOV,Farnborough,United Kingdom,29.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,London/ City,United Kingdom,159.00,4.00,1.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,London/ Gatwick,United Kingdom,317.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Biggin Hill,United Kingdom,13.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Southampton,United Kingdom,63.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,London/ Luton,United Kingdom,151.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Manchester,United Kingdom,241.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Birmingham,United Kingdom,148.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Londonderry/Eglinton,United Kingdom,5.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Belfast/City Airport,United Kingdom,63.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Belfast/Aldergrove,United Kingdom,72.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Bremen,Germany,44.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Hanover,Germany,76.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Berlin/ Tegel,Germany,285.00,117.00,12.00,2.00,0.00,0.00,0.00
2016,11.00,NOV,Stuttgart,Germany,166.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Saarbruecken,Germany,19.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Leipzig-Halle,Germany,107.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Nuremberg,Germany,81.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Munich,Germany,577.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Dusseldorf,Germany,324.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Cologne-Bonn,Germany,206.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Hamburg,Germany,227.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Muenster-Osnabrueck,Germany,22.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Frankfurt,Germany,618.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Erfurt,Germany,8.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Dresden,Germany,40.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Berlin/ Schoenefeld,Germany,159.00,395.00,10.00,9.00,0.00,0.00,0.00
2016,11.00,NOV,Zí_rich,Switzerland,350.00,253.00,37.00,1.00,0.00,0.00,0.00
2016,11.00,NOV,Sion,Switzerland,5.00,88.00,3.00,1.00,0.00,0.00,0.00
2016,11.00,NOV,Geneva,Switzerland,193.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Ní¬mes-Garons,France,9.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,HyíÂres-Le Palyvestre,France,11.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Strasbourg-Entzheim,France,28.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Brive-Souillac,France,5.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Bí¢le-Mulhouse,France,87.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Saint-Nazaire-Montoir,France,10.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Nantes-Atlantique,France,65.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Quimper-Pluguffan,France,3.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Lannion,France,2.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Rennes-Saint-Jacques,France,31.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Le Mans,France,4.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Caen-Carpiquet,France,8.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Lorient-Lann Bihouí©,France,16.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Deauville-Normandie,France,4.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Dinard-Pleurtuit-Saint-Malo,France,5.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Brest-Bretagne,France,21.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Lille-Lesquin,France,43.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Paris-Orly,France,301.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Toussus-le-Noble,France,10.00,67.00,3.00,2.00,67.00,0.00,0.00
2016,11.00,NOV,Paris-Charles-de-Gaulle,France,606.00,28.00,4.00,1.00,28.00,0.00,0.00
2016,11.00,NOV,Paris-Le Bourget,France,75.00,794.00,19.00,13.00,201.00,0.00,513.00
2016,11.00,NOV,Tours-Val de Loire,France,7.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Chí¢lons-Vatry,France,6.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Le Havre-Octeville,France,3.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Beauvais-Tillí©,France,33.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Avignon-Caumont,France,11.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Bí©ziers-Vias,France,10.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Montpellier-Mí©diterraní©e,France,57.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Perpignan-Rivesaltes,France,10.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Nice-CíÇte däó»Azur,France,132.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Marseille-Provence,France,132.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Carcassonne-Salvaza,France,2.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Istres-Le Tubí©,France,4.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Saint-Etienne-Bouthí©on,France,4.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Cannes-Mandelieu,France,14.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Lyon-Bron,France,23.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Chí¢teauroux-Dí©ols,France,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Grenoble-IsíÂre,France,7.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Annecy-Meythet,France,3.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Lyon-Saint-Exupí©ry,France,146.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Annemasse,France,3.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Clermont-Ferrand-Auvergne,France,20.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Chambí©ry-Aix-les-Bains,France,2.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Ajaccio-Napolí©on-Bonaparte,France,14.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Figari-Sud Corse,France,4.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Calvi-Sainte-Catherine,France,2.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Bastia-Poretta,France,13.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Angers-Marcí©,France,3.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Metz-Nancy-Lorraine,France,12.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,DíÇle-Tavaux,France,2.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Rodez-Marcillac,France,10.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Biarritz-Bayonne-Anglet,France,15.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Tarbes-Lourdes Pyrí©ní©es,France,10.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Pau-Pyrí©ní©es,France,16.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Toulouse-Blagnac,France,139.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Limoges-Bellegarde,France,9.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Poitiers-Biard,France,10.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,La Rochelle-Ile de Rí©,France,9.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Bergerac-RoumaniíÂre,France,2.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Bordeaux-Mí©rignac,France,87.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Agen-La Garenne,France,5.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Albert-Bray,France,2.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Stockholm/ Bromma,Sweden,90.00,1995.00,22.00,22.00,0.00,0.00,0.00
2016,11.00,NOV,Stockholm/ Arlanda,Sweden,380.00,748.00,50.00,26.00,0.00,0.00,0.00
2016,11.00,NOV,Rotterdam,Netherlands,32.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Groningen,Netherlands,18.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Maastricht-Aachen,Netherlands,12.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Amsterdam/ Schiphol,Netherlands,632.00,425.00,47.00,6.00,0.00,0.00,0.00
2016,11.00,NOV,London/ Stansted,United Kingdom,190.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Edinburgh,United Kingdom,150.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Glasgow,United Kingdom,119.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Aberdeen,United Kingdom,96.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,East Midlands,United Kingdom,99.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,London/ Heathrow,United Kingdom,642.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Farnborough,United Kingdom,26.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,London/ City,United Kingdom,151.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,London/ Gatwick,United Kingdom,282.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Biggin Hill,United Kingdom,13.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Southampton,United Kingdom,64.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,London/ Luton,United Kingdom,150.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Manchester,United Kingdom,217.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Birmingham,United Kingdom,140.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Londonderry/Eglinton,United Kingdom,2.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Belfast/City Airport,United Kingdom,66.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Belfast/Aldergrove,United Kingdom,58.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Bremen,Germany,40.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Hanover,Germany,92.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Berlin/ Tegel,Germany,264.00,2479.00,87.00,56.00,0.00,0.00,0.00
2016,11.00,NOV,Stuttgart,Germany,166.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Saarbruecken,Germany,15.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Leipzig-Halle,Germany,107.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Nuremberg,Germany,76.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Munich,Germany,576.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Dusseldorf,Germany,324.00,391.00,28.00,9.00,0.00,0.00,0.00
2016,11.00,NOV,Cologne-Bonn,Germany,193.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Hamburg,Germany,220.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Muenster-Osnabrueck,Germany,27.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Frankfurt,Germany,622.00,199.00,16.00,7.00,0.00,0.00,0.00
2016,11.00,NOV,Erfurt,Germany,9.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,11.00,NOV,Dresden,Germany,35.00,0.00,0.00,0.00,0.00,0.00,0.00
